station_id,station_name,series_ticker,event_ticker,market_date,winning_ticker,yes_sub_title,no_sub_title,result,close_time,volume_fp
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR09,2026-04-09,KXHIGHPHIL-26APR09-B61.5,61° to 62°,61° to 62°,yes,2026-04-10T04:59:00Z,7845.60
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR09,2026-04-09,KXHIGHTPHX-26APR09-B95.5,95° to 96°,95° to 96°,yes,2026-04-10T07:00:00Z,13782.20
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR09,2026-04-09,KXHIGHTSATX-26APR09-B81.5,81° to 82°,81° to 82°,yes,2026-04-10T06:00:00Z,6828.20
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR09,2026-04-09,KXHIGHTSEA-26APR09-B65.5,65° to 66°,65° to 66°,yes,2026-04-10T08:00:00Z,21313.80
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR09,2026-04-09,KXHIGHTSFO-26APR09-B71.5,71° to 72°,71° to 72°,yes,2026-04-10T08:00:00Z,12690.79
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR10,2026-04-10,KXHIGHTATL-26APR10-B78.5,78° to 79°,78° to 79°,yes,2026-04-11T05:00:00Z,11703.46
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR10,2026-04-10,KXHIGHAUS-26APR10-B81.5,81° to 82°,81° to 82°,yes,2026-04-11T05:59:00Z,30529.20
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR10,2026-04-10,KXHIGHTBOS-26APR10-B68.5,68° to 69°,68° to 69°,yes,2026-04-11T05:00:00Z,22631.44
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR10,2026-04-10,KXHIGHTDC-26APR10-B73.5,73° to 74°,73° to 74°,yes,2026-04-11T05:00:00Z,15897.36
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR10,2026-04-10,KXHIGHDEN-26APR10-T66,65° or below,65° or below,yes,2026-04-11T06:59:00Z,31779.54
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR10,2026-04-10,KXHIGHTDAL-26APR10-B82.5,82° to 83°,82° to 83°,yes,2026-04-11T06:00:00Z,7584.18
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR10,2026-04-10,KXHIGHTHOU-26APR10-B77.5,77° to 78°,77° to 78°,yes,2026-04-11T06:00:00Z,10479.26
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR10,2026-04-10,KXHIGHTLV-26APR10-B82.5,82° to 83°,82° to 83°,yes,2026-04-11T08:00:00Z,11763.82
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR10,2026-04-10,KXHIGHLAX-26APR10-B67.5,67° to 68°,67° to 68°,yes,2026-04-11T07:59:00Z,49526.41
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR10,2026-04-10,KXHIGHMIA-26APR10-B82.5,82° to 83°,82° to 83°,yes,2026-04-11T04:59:00Z,42462.89
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR10,2026-04-10,KXHIGHTMIN-26APR10-B55.5,55° to 56°,55° to 56°,yes,2026-04-11T06:00:00Z,5353.79
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR10,2026-04-10,KXHIGHTNOLA-26APR10-B79.5,79° to 80°,79° to 80°,yes,2026-04-11T06:00:00Z,5020.43
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR10,2026-04-10,KXHIGHNY-26APR10-B63.5,63° to 64°,63° to 64°,yes,2026-04-11T04:59:00Z,71423.17
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR10,2026-04-10,KXHIGHTOKC-26APR10-B82.5,82° to 83°,82° to 83°,yes,2026-04-11T06:00:00Z,7012.24
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR10,2026-04-10,KXHIGHCHI-26APR10-B52.5,52° to 53°,52° to 53°,yes,2026-04-11T05:59:00Z,40618.07
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR10,2026-04-10,KXHIGHPHIL-26APR10-B72.5,72° to 73°,72° to 73°,yes,2026-04-11T04:59:00Z,11200.48
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR10,2026-04-10,KXHIGHTPHX-26APR10-B91.5,91° to 92°,91° to 92°,yes,2026-04-11T07:00:00Z,15610.23
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR10,2026-04-10,KXHIGHTSATX-26APR10-B82.5,82° to 83°,82° to 83°,yes,2026-04-11T06:00:00Z,5215.25
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR10,2026-04-10,KXHIGHTSEA-26APR10-B67.5,67° to 68°,67° to 68°,yes,2026-04-11T08:00:00Z,28397.45
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR10,2026-04-10,KXHIGHTSFO-26APR10-B66.5,66° to 67°,66° to 67°,yes,2026-04-11T08:00:00Z,8884.46
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR11,2026-04-11,KXHIGHTATL-26APR11-B84.5,84° to 85°,84° to 85°,yes,2026-04-12T05:00:00Z,15619.00
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR11,2026-04-11,KXHIGHAUS-26APR11-B84.5,84° to 85°,84° to 85°,yes,2026-04-12T05:59:00Z,21612.00
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR11,2026-04-11,KXHIGHTBOS-26APR11-B59.5,59° to 60°,59° to 60°,yes,2026-04-12T05:00:00Z,11031.00
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR11,2026-04-11,KXHIGHTDC-26APR11-B70.5,70° to 71°,70° to 71°,yes,2026-04-12T05:00:00Z,9986.00
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR11,2026-04-11,KXHIGHDEN-26APR11-B76.5,76° to 77°,76° to 77°,yes,2026-04-12T06:59:00Z,16270.00
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR11,2026-04-11,KXHIGHTDAL-26APR11-B80.5,80° to 81°,80° to 81°,yes,2026-04-12T06:00:00Z,10972.00
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR11,2026-04-11,KXHIGHTHOU-26APR11-B81.5,81° to 82°,81° to 82°,yes,2026-04-12T06:00:00Z,8410.00
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR11,2026-04-11,KXHIGHTLV-26APR11-B77.5,77° to 78°,77° to 78°,yes,2026-04-12T08:00:00Z,18142.00
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR11,2026-04-11,KXHIGHLAX-26APR11-B68.5,68° to 69°,68° to 69°,yes,2026-04-12T07:59:00Z,64374.00
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR11,2026-04-11,KXHIGHTNOLA-26APR11-B80.5,80° to 81°,80° to 81°,yes,2026-04-12T06:00:00Z,5844.00
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR11,2026-04-11,KXHIGHNY-26APR11-B63.5,63° to 64°,63° to 64°,yes,2026-04-12T04:59:00Z,49073.00
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR11,2026-04-11,KXHIGHTOKC-26APR11-B76.5,76° to 77°,76° to 77°,yes,2026-04-12T06:00:00Z,10869.00
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR11,2026-04-11,KXHIGHPHIL-26APR11-B67.5,67° to 68°,67° to 68°,yes,2026-04-12T04:59:00Z,9712.00
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR11,2026-04-11,KXHIGHTPHX-26APR11-B91.5,91° to 92°,91° to 92°,yes,2026-04-12T07:00:00Z,18306.00
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR11,2026-04-11,KXHIGHTSATX-26APR11-B84.5,84° to 85°,84° to 85°,yes,2026-04-12T06:00:00Z,6084.00
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR11,2026-04-11,KXHIGHTSEA-26APR11-B55.5,55° to 56°,55° to 56°,yes,2026-04-12T08:00:00Z,16878.00
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR11,2026-04-11,KXHIGHTSFO-26APR11-B62.5,62° to 63°,62° to 63°,yes,2026-04-12T08:00:00Z,7755.00
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR12,2026-04-12,KXHIGHTATL-26APR12-B85.5,85° to 86°,85° to 86°,yes,2026-04-13T05:00:00Z,9817.00
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR12,2026-04-12,KXHIGHAUS-26APR12-B79.5,79° to 80°,79° to 80°,yes,2026-04-13T05:59:00Z,19614.00
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR12,2026-04-12,KXHIGHTBOS-26APR12-B49.5,49° to 50°,49° to 50°,yes,2026-04-13T05:00:00Z,14097.00
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR12,2026-04-12,KXHIGHTDC-26APR12-B70.5,70° to 71°,70° to 71°,yes,2026-04-13T05:00:00Z,6580.00
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR12,2026-04-12,KXHIGHDEN-26APR12-B75.5,75° to 76°,75° to 76°,yes,2026-04-13T06:59:00Z,8064.00
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR12,2026-04-12,KXHIGHTDAL-26APR12-T75,74° or below,74° or below,yes,2026-04-13T06:00:00Z,25239.00
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR12,2026-04-12,KXHIGHTHOU-26APR12-B79.5,79° to 80°,79° to 80°,yes,2026-04-13T06:00:00Z,11736.00
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR12,2026-04-12,KXHIGHTLV-26APR12-B74.5,74° to 75°,74° to 75°,yes,2026-04-13T08:00:00Z,7754.00
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR12,2026-04-12,KXHIGHLAX-26APR12-T68,69° or above,69° or above,yes,2026-04-13T07:59:00Z,70423.00
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR12,2026-04-12,KXHIGHMIA-26APR12-B81.5,81° to 82°,81° to 82°,yes,2026-04-13T04:59:00Z,27845.00
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR12,2026-04-12,KXHIGHTMIN-26APR12-B80.5,80° to 81°,80° to 81°,yes,2026-04-13T06:00:00Z,10473.00
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR12,2026-04-12,KXHIGHTNOLA-26APR12-B80.5,80° to 81°,80° to 81°,yes,2026-04-13T06:00:00Z,4688.00
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR12,2026-04-12,KXHIGHNY-26APR12-T56,55° or below,55° or below,yes,2026-04-13T04:59:00Z,66454.00
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR12,2026-04-12,KXHIGHTOKC-26APR12-B82.5,82° to 83°,82° to 83°,yes,2026-04-13T06:00:00Z,8334.00
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR12,2026-04-12,KXHIGHCHI-26APR12-B80.5,80° to 81°,80° to 81°,yes,2026-04-13T05:59:00Z,44109.00
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR12,2026-04-12,KXHIGHPHIL-26APR12-B67.5,67° to 68°,67° to 68°,yes,2026-04-13T04:59:00Z,9600.00
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR12,2026-04-12,KXHIGHTPHX-26APR12-B82.5,82° to 83°,82° to 83°,yes,2026-04-13T07:00:00Z,17656.00
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR12,2026-04-12,KXHIGHTSATX-26APR12-B80.5,80° to 81°,80° to 81°,yes,2026-04-13T06:00:00Z,6614.00
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR12,2026-04-12,KXHIGHTSEA-26APR12-B56.5,56° to 57°,56° to 57°,yes,2026-04-13T08:00:00Z,10297.00
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR12,2026-04-12,KXHIGHTSFO-26APR12-B59.5,59° to 60°,59° to 60°,yes,2026-04-13T08:00:00Z,19661.00
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR13,2026-04-13,KXHIGHTATL-26APR13-B83.5,83° to 84°,83° to 84°,yes,2026-04-14T05:00:00Z,19394.00
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR13,2026-04-13,KXHIGHAUS-26APR13-B88.5,88° to 89°,88° to 89°,yes,2026-04-14T05:59:00Z,353976.00
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR13,2026-04-13,KXHIGHTBOS-26APR13-B71.5,71° to 72°,71° to 72°,yes,2026-04-14T05:00:00Z,12781.00
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR13,2026-04-13,KXHIGHTDC-26APR13-T85,84° or below,84° or below,yes,2026-04-14T05:00:00Z,19591.00
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR13,2026-04-13,KXHIGHDEN-26APR13-B73.5,73° to 74°,73° to 74°,yes,2026-04-14T06:59:00Z,18087.00
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR13,2026-04-13,KXHIGHTDAL-26APR13-B85.5,85° to 86°,85° to 86°,yes,2026-04-14T06:00:00Z,16552.00
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR13,2026-04-13,KXHIGHTHOU-26APR13-T82,81° or below,81° or below,yes,2026-04-14T06:00:00Z,13675.00
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR13,2026-04-13,KXHIGHTLV-26APR13-B70.5,70° to 71°,70° to 71°,yes,2026-04-14T08:00:00Z,18104.00
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR13,2026-04-13,KXHIGHLAX-26APR13-B66.5,66° to 67°,66° to 67°,yes,2026-04-14T07:59:00Z,31143.00
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR13,2026-04-13,KXHIGHMIA-26APR13-B81.5,81° to 82°,81° to 82°,yes,2026-04-14T04:59:00Z,27869.00
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR13,2026-04-13,KXHIGHTMIN-26APR13-B72.5,72° to 73°,72° to 73°,yes,2026-04-14T06:00:00Z,13469.00
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR13,2026-04-13,KXHIGHTNOLA-26APR13-B81.5,81° to 82°,81° to 82°,yes,2026-04-14T06:00:00Z,4203.00
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR13,2026-04-13,KXHIGHNY-26APR13-B78.5,78° to 79°,78° to 79°,yes,2026-04-14T04:59:00Z,120864.00
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR13,2026-04-13,KXHIGHTOKC-26APR13-B85.5,85° to 86°,85° to 86°,yes,2026-04-14T06:00:00Z,9758.00
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR13,2026-04-13,KXHIGHCHI-26APR13-B78.5,78° to 79°,78° to 79°,yes,2026-04-14T05:59:00Z,53238.00
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR13,2026-04-13,KXHIGHPHIL-26APR13-B80.5,80° to 81°,80° to 81°,yes,2026-04-14T04:59:00Z,15366.00
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR13,2026-04-13,KXHIGHTPHX-26APR13-B80.5,80° to 81°,80° to 81°,yes,2026-04-14T07:00:00Z,12942.00
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR13,2026-04-13,KXHIGHTSATX-26APR13-T88,89° or above,89° or above,yes,2026-04-14T06:00:00Z,18413.00
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR13,2026-04-13,KXHIGHTSEA-26APR13-B56.5,56° to 57°,56° to 57°,yes,2026-04-14T08:00:00Z,45023.00
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR13,2026-04-13,KXHIGHTSFO-26APR13-B63.5,63° to 64°,63° to 64°,yes,2026-04-14T08:00:00Z,35546.00
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR14,2026-04-14,KXHIGHTATL-26APR14-B86.5,86° to 87°,86° to 87°,yes,2026-04-15T05:00:00Z,26522.00
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR14,2026-04-14,KXHIGHTBOS-26APR14-B77.5,77° to 78°,77° to 78°,yes,2026-04-15T05:00:00Z,23443.00
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR14,2026-04-14,KXHIGHTDC-26APR14-B86.5,86° to 87°,86° to 87°,yes,2026-04-15T05:00:00Z,18250.00
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR14,2026-04-14,KXHIGHDEN-26APR14-B60.5,60° to 61°,60° to 61°,yes,2026-04-15T06:59:00Z,11802.00
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR14,2026-04-14,KXHIGHTDAL-26APR14-B79.5,79° to 80°,79° to 80°,yes,2026-04-15T06:00:00Z,10246.00
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR14,2026-04-14,KXHIGHTHOU-26APR14-B84.5,84° to 85°,84° to 85°,yes,2026-04-15T06:00:00Z,8348.00
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR14,2026-04-14,KXHIGHLAX-26APR14-B69.5,69° to 70°,69° to 70°,yes,2026-04-15T07:59:00Z,44172.00
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR14,2026-04-14,KXHIGHMIA-26APR14-B83.5,83° to 84°,83° to 84°,yes,2026-04-15T04:59:00Z,42052.00
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR14,2026-04-14,KXHIGHTMIN-26APR14-T66,65° or below,65° or below,yes,2026-04-15T06:00:00Z,25879.00
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR14,2026-04-14,KXHIGHTNOLA-26APR14-B81.5,81° to 82°,81° to 82°,yes,2026-04-15T06:00:00Z,6414.00
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR14,2026-04-14,KXHIGHNY-26APR14-T86,87° or above,87° or above,yes,2026-04-15T04:59:00Z,131911.00
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR14,2026-04-14,KXHIGHTOKC-26APR14-B82.5,82° to 83°,82° to 83°,yes,2026-04-15T06:00:00Z,4415.00
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR14,2026-04-14,KXHIGHCHI-26APR14-B82.5,82° to 83°,82° to 83°,yes,2026-04-15T05:59:00Z,34043.00
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR14,2026-04-14,KXHIGHPHIL-26APR14-B87.5,87° to 88°,87° to 88°,yes,2026-04-15T04:59:00Z,12752.00
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR14,2026-04-14,KXHIGHTPHX-26APR14-B79.5,79° to 80°,79° to 80°,yes,2026-04-15T07:00:00Z,21612.00
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR14,2026-04-14,KXHIGHTSATX-26APR14-T87,88° or above,88° or above,yes,2026-04-15T06:00:00Z,11225.00
KSEA,Seattle Tacoma,KXHIGHTSEA,KXHIGHTSEA-26APR14,2026-04-14,KXHIGHTSEA-26APR14-B46.5,46° to 47°,46° to 47°,yes,2026-04-15T08:00:00Z,23491.00
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR14,2026-04-14,KXHIGHTSFO-26APR14-B60.5,60° to 61°,60° to 61°,yes,2026-04-15T08:00:00Z,6991.00
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR15,2026-04-15,KXHIGHTATL-26APR15-B85.5,85° to 86°,85° to 86°,yes,2026-04-16T05:00:00Z,19163.00
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR15,2026-04-15,KXHIGHAUS-26APR15-B85.5,85° to 86°,85° to 86°,yes,2026-04-16T05:59:00Z,22610.00
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR15,2026-04-15,KXHIGHTBOS-26APR15-B72.5,72° to 73°,72° to 73°,yes,2026-04-16T05:00:00Z,13969.00
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR15,2026-04-15,KXHIGHTDC-26APR15-B90.5,90° to 91°,90° to 91°,yes,2026-04-16T05:00:00Z,13346.00
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR15,2026-04-15,KXHIGHDEN-26APR15-B67.5,67° to 68°,67° to 68°,yes,2026-04-16T06:59:00Z,11883.00
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR15,2026-04-15,KXHIGHTDAL-26APR15-B78.5,78° to 79°,78° to 79°,yes,2026-04-16T06:00:00Z,9152.00
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR15,2026-04-15,KXHIGHTHOU-26APR15-B84.5,84° to 85°,84° to 85°,yes,2026-04-16T06:00:00Z,6633.00
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR15,2026-04-15,KXHIGHTLV-26APR15-B83.5,83° to 84°,83° to 84°,yes,2026-04-16T08:00:00Z,10100.00
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR15,2026-04-15,KXHIGHLAX-26APR15-B70.5,70° to 71°,70° to 71°,yes,2026-04-16T07:59:00Z,76090.00
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR15,2026-04-15,KXHIGHMIA-26APR15-B81.5,81° to 82°,81° to 82°,yes,2026-04-16T04:59:00Z,30169.00
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR15,2026-04-15,KXHIGHTMIN-26APR15-B68.5,68° to 69°,68° to 69°,yes,2026-04-16T06:00:00Z,10567.00
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR15,2026-04-15,KXHIGHTNOLA-26APR15-B81.5,81° to 82°,81° to 82°,yes,2026-04-16T06:00:00Z,5485.00
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR15,2026-04-15,KXHIGHNY-26APR15-B89.5,89° to 90°,89° to 90°,yes,2026-04-16T04:59:00Z,94134.00
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR15,2026-04-15,KXHIGHTOKC-26APR15-B80.5,80° to 81°,80° to 81°,yes,2026-04-16T06:00:00Z,5757.00
KORD,Chicago OHare,KXHIGHCHI,KXHIGHCHI-26APR15,2026-04-15,KXHIGHCHI-26APR15-B73.5,73° to 74°,73° to 74°,yes,2026-04-16T05:59:00Z,31666.00
KPHL,Philadelphia International,KXHIGHPHIL,KXHIGHPHIL-26APR15,2026-04-15,KXHIGHPHIL-26APR15-B91.5,91° to 92°,91° to 92°,yes,2026-04-16T04:59:00Z,9636.00
KPHX,Phoenix Sky Harbor,KXHIGHTPHX,KXHIGHTPHX-26APR15,2026-04-15,KXHIGHTPHX-26APR15-B87.5,87° to 88°,87° to 88°,yes,2026-04-16T07:00:00Z,19088.00
KSAT,San Antonio International,KXHIGHTSATX,KXHIGHTSATX-26APR15,2026-04-15,KXHIGHTSATX-26APR15-B85.5,85° to 86°,85° to 86°,yes,2026-04-16T06:00:00Z,5301.00
KSFO,San Francisco International,KXHIGHTSFO,KXHIGHTSFO-26APR15,2026-04-15,KXHIGHTSFO-26APR15-B61.5,61° to 62°,61° to 62°,yes,2026-04-16T08:00:00Z,11828.00
KATL,Atlanta Hartsfield,KXHIGHTATL,KXHIGHTATL-26APR16,2026-04-16,KXHIGHTATL-26APR16-B84.5,84° to 85°,84° to 85°,yes,2026-04-17T05:00:00Z,28268.98
KAUS,Austin Bergstrom,KXHIGHAUS,KXHIGHAUS-26APR16,2026-04-16,KXHIGHAUS-26APR16-B88.5,88° to 89°,88° to 89°,yes,2026-04-17T05:59:00Z,22315.81
KBOS,Boston Logan,KXHIGHTBOS,KXHIGHTBOS-26APR16,2026-04-16,KXHIGHTBOS-26APR16-T63,62° or below,62° or below,yes,2026-04-17T05:00:00Z,38926.04
KDCA,Washington Reagan National,KXHIGHTDC,KXHIGHTDC-26APR16,2026-04-16,KXHIGHTDC-26APR16-B89.5,89° to 90°,89° to 90°,yes,2026-04-17T05:00:00Z,19813.45
KDEN,Denver International,KXHIGHDEN,KXHIGHDEN-26APR16,2026-04-16,KXHIGHDEN-26APR16-B77.5,77° to 78°,77° to 78°,yes,2026-04-17T06:59:00Z,18404.65
KDFW,Dallas Fort Worth,KXHIGHTDAL,KXHIGHTDAL-26APR16,2026-04-16,KXHIGHTDAL-26APR16-B85.5,85° to 86°,85° to 86°,yes,2026-04-17T06:00:00Z,8079.76
KHOU,Houston Hobby,KXHIGHTHOU,KXHIGHTHOU-26APR16,2026-04-16,KXHIGHTHOU-26APR16-B85.5,85° to 86°,85° to 86°,yes,2026-04-17T06:00:00Z,4285.31
KLAS,Las Vegas Reid International,KXHIGHTLV,KXHIGHTLV-26APR16,2026-04-16,KXHIGHTLV-26APR16-B80.5,80° to 81°,80° to 81°,yes,2026-04-17T08:00:00Z,10998.55
KLAX,Los Angeles International,KXHIGHLAX,KXHIGHLAX-26APR16,2026-04-16,KXHIGHLAX-26APR16-B69.5,69° to 70°,69° to 70°,yes,2026-04-17T07:59:00Z,55161.00
KMIA,Miami International,KXHIGHMIA,KXHIGHMIA-26APR16,2026-04-16,KXHIGHMIA-26APR16-B82.5,82° to 83°,82° to 83°,yes,2026-04-17T04:59:00Z,26193.03
KMSP,Minneapolis St Paul,KXHIGHTMIN,KXHIGHTMIN-26APR16,2026-04-16,KXHIGHTMIN-26APR16-B79.5,79° to 80°,79° to 80°,yes,2026-04-17T06:00:00Z,9553.98
KMSY,New Orleans Armstrong,KXHIGHTNOLA,KXHIGHTNOLA-26APR16,2026-04-16,KXHIGHTNOLA-26APR16-B83.5,83° to 84°,83° to 84°,yes,2026-04-17T06:00:00Z,5273.21
KNYC,New York Central Park,KXHIGHNY,KXHIGHNY-26APR16,2026-04-16,KXHIGHNY-26APR16-B88.5,88° to 89°,88° to 89°,yes,2026-04-17T04:59:00Z,64028.45
KOKC,Oklahoma City Will Rogers,KXHIGHTOKC,KXHIGHTOKC-26APR16,2026-04-16,KXHIGHTOKC-26APR16-B84.5,84° to 85°,84° to 85°,yes,2026-04-17T06:00:00Z,6589.43
